DATASET_ID,DATASET_NAME,DOMAIN,SCORE_RUN_DATE,DIMENSION_CODE,DIMENSION_NAME,SCORE,STATUS
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,ISSUES,Active Issues,96.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,TIMELINESS,Timeliness,99.31,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.17,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,PROFILING,Data Profiling,87.5,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,DEFINITIONS,Data Definitions,50.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,USAGE,Usage,8.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-05,FEEDBACK,User Feedback,89.52,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,ISSUES,Active Issues,97.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,TIMELINESS,Timeliness,96.11,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.3,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,PROFILING,Data Profiling,83.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,DEFINITIONS,Data Definitions,53.85,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,USAGE,Usage,18.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-06,FEEDBACK,User Feedback,72.94,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,ISSUES,Active Issues,90.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,98.7,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,PROFILING,Data Profiling,83.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,DEFINITIONS,Data Definitions,54.86,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,USAGE,Usage,20.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-07,FEEDBACK,User Feedback,83.47,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,ISSUES,Active Issues,99.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,TIMELINESS,Timeliness,99.03,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.37,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,PROFILING,Data Profiling,83.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,DEFINITIONS,Data Definitions,52.43,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,USAGE,Usage,8.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-08,FEEDBACK,User Feedback,91.26,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,ISSUES,Active Issues,96.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,TIMELINESS,Timeliness,97.55,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,94.89,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,PROFILING,Data Profiling,87.5,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,DEFINITIONS,Data Definitions,54.04,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,USAGE,Usage,6.67,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-09,FEEDBACK,User Feedback,77.89,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,ISSUES,Active Issues,90.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,TIMELINESS,Timeliness,97.47,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,96.71,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,PROFILING,Data Profiling,91.67,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,DEFINITIONS,Data Definitions,59.38,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,USAGE,Usage,21.67,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-10,FEEDBACK,User Feedback,74.73,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,ISSUES,Active Issues,94.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,TIMELINESS,Timeliness,93.26,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.48,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,PROFILING,Data Profiling,70.83,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,DEFINITIONS,Data Definitions,52.38,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,USAGE,Usage,10.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-11,FEEDBACK,User Feedback,78.05,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,ISSUES,Active Issues,86.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,TIMELINESS,Timeliness,97.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,93.34,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,PROFILING,Data Profiling,91.67,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,DEFINITIONS,Data Definitions,49.15,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,USAGE,Usage,16.67,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-12,FEEDBACK,User Feedback,78.79,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,ISSUES,Active Issues,98.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,TIMELINESS,Timeliness,94.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,99.04,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,PROFILING,Data Profiling,79.17,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,DEFINITIONS,Data Definitions,60.75,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,USAGE,Usage,6.67,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-13,FEEDBACK,User Feedback,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,ISSUES,Active Issues,97.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,99.57,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,PROFILING,Data Profiling,91.67,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,DEFINITIONS,Data Definitions,52.24,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,USAGE,Usage,23.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-14,FEEDBACK,User Feedback,87.63,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,96.91,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,PROFILING,Data Profiling,95.83,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,DEFINITIONS,Data Definitions,43.75,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,USAGE,Usage,28.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-15,FEEDBACK,User Feedback,78.3,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.26,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,PROFILING,Data Profiling,87.5,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,DEFINITIONS,Data Definitions,50.62,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,USAGE,Usage,15.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-16,FEEDBACK,User Feedback,90.62,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,TIMELINESS,Timeliness,95.65,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,98.98,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,PROFILING,Data Profiling,79.17,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,DEFINITIONS,Data Definitions,53.53,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,USAGE,Usage,35.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-17,FEEDBACK,User Feedback,79.8,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,ISSUES,Active Issues,97.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.81,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,PROFILING,Data Profiling,95.83,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,DEFINITIONS,Data Definitions,55.1,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,USAGE,Usage,28.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-18,FEEDBACK,User Feedback,92.47,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,ISSUES,Active Issues,89.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,TIMELINESS,Timeliness,97.47,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.2,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,PROFILING,Data Profiling,95.83,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,DEFINITIONS,Data Definitions,55.77,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,USAGE,Usage,28.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-19,FEEDBACK,User Feedback,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,ISSUES,Active Issues,99.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,TIMELINESS,Timeliness,95.81,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.98,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,PROFILING,Data Profiling,70.83,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,DEFINITIONS,Data Definitions,54.26,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,USAGE,Usage,15.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-20,FEEDBACK,User Feedback,89.74,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,ISSUES,Active Issues,96.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,TIMELINESS,Timeliness,99.02,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.52,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,PROFILING,Data Profiling,83.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,DEFINITIONS,Data Definitions,43.48,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,USAGE,Usage,0.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-21,FEEDBACK,User Feedback,92.71,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,ISSUES,Active Issues,99.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.34,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,PROFILING,Data Profiling,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,DEFINITIONS,Data Definitions,52.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,USAGE,Usage,23.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-22,FEEDBACK,User Feedback,89.57,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,ISSUES,Active Issues,96.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,TIMELINESS,Timeliness,94.75,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,98.31,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,PROFILING,Data Profiling,91.67,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,DEFINITIONS,Data Definitions,58.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,USAGE,Usage,40.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-23,FEEDBACK,User Feedback,87.59,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,TIMELINESS,Timeliness,97.54,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,99.79,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,PROFILING,Data Profiling,91.67,GREEN
